Adresse,Nom,Type,Commentaire,Adresse_ABS,Fonction,Categorie,Unité
328.1,_21_Statusword_1_W.X01_Ready_to_operate,BOOL,"1=prêt au fonctionnement (im pulsions bloquées), 0=pas prêt au fonctionnement Mécanisme d'orientation",%DB102.DBX328.1,Mécanisme d'orientation,Télésignal,
328.2,_21_Statusword_1_W.X02_Run,BOOL,"1=fonctionnement (borne de s ortie sous tension), 0= impu lsions bloquées Mécanisme d'orientation",%DB102.DBX328.2,Mécanisme d'orientation,Télésignal,
328.3,_21_Statusword_1_W.X03_Fault_is_active,BOOL,"1=anomalie active (impulsion s bloquées), 0=pas d'anomali e active Mécanisme d'orientation",%DB102.DBX328.3,Mécanisme d'orientation,Télécommande,
328.4,_21_Statusword_1_W.X04_No_OFF_2_applied,BOOL,"1=pas d’ARRET 2, 0=ARRET 2 a ctivé Mécanisme d'orientation",%DB102.DBX328.4,Mécanisme d'orientation,Télécommande,
328.5,_21_Statusword_1_W.X05_No_OFF_3_applied,BOOL,"1=pas d’ARRET 3, 0=ARRET 3 a ctivé P DWON Mécanisme d'orientation",%DB102.DBX328.5,Mécanisme d'orientation,Télécommande,
328.6,_21_Statusword_1_W.X06_Switch_on_inhibit,BOOL,"1= blocage d'enclenchement, 0=pas de blocage w d'enclench. C mw (enclench. possible) w Mécanisme d'orientation",%DB102.DBX328.6,Mécanisme d'orientation,Télésignal,
328.7,_21_Statusword_1_W.X07_Alarm_is_active,BOOL,"1=avertissement actif, 0=pas d'avertissement activé Mécanisme d'orientation",%DB102.DBX328.7,Mécanisme d'orientation,Téléalarme,
329.0,_21_Statusword_1_W.X08_Setpoint_EQ_actual,BOOL,"1=pas d'écart consigne-mesur e détecté, 0= écart consigne -mesure Mécanisme d'orientation",%DB102.DBX329.0,Mécanisme d'orientation,Téléréglage,
329.1,_21_Statusword_1_W.X09_PZD_control_request,BOOL,1=guidage données process PZD demandé (toujours 1) Mécanisme d'orientation,%DB102.DBX329.1,Mécanisme d'orientation,Télésignal,
329.2,_21_Statusword_1_W.X10_Actual_GE_Setpoint,BOOL,"1=val. réelle>=consigne comp araison (P373),0=val. réelle <cons. compar. (P373) Mécanisme d'orientation",%DB102.DBX329.2,Mécanisme d'orientation,Téléréglage,
329.3,_21_Statusword_1_W.X11_Undervoltage_fault,BOOL,"1=anomalie sous-tension, 0=p as d'anomalie sous-tension Mécanisme d'orientation",%DB102.DBX329.3,Mécanisme d'orientation,Téléalarme,
329.4,_21_Statusword_1_W.X12_Requ_main_contact_on,BOOL,"1=demande: contacteur ppal M ARCHE, 0=demande: contacteur ppal ARRET Mécanisme d'orientation",%DB102.DBX329.4,Mécanisme d'orientation,Télécommande,
329.5,_21_Statusword_1_W.X13_Ramp_funct_generator,BOOL,"1=générateur de rampe actif, 0=générateur de rampe non actif Mécanisme d'orientation",%DB102.DBX329.5,Mécanisme d'orientation,Télésignal,
329.6,_21_Statusword_1_W.X14_Posit_speed_setpoint,BOOL,"Valeur de consigne pour vite sse: 1=positive, 0=négative Mécanisme d'orientation",%DB102.DBX329.6,Mécanisme d'orientation,Téléréglage,
329.7,_21_Statusword_1_W.X15,BOOL,Réserve Mécanisme d'orientation 1,%DB102.DBX329.7,Mécanisme d'orientation,Télésignal,
330.0,_21_Statusword_2_W.X16_Speedometre_trace_1,BOOL,Défaut générateur de vitesse piste 1 Mécanisme d'orientation,%DB102.DBX330.0,Mécanisme d'orientation,Téléalarme,
330.1,_21_Statusword_2_W.X17_Transmission_superv,BOOL,Défaut surveillance transmis sion Mécanisme d'orientation,%DB102.DBX330.1,Mécanisme d'orientation,Téléalarme,
330.2,_21_Statusword_2_W.X18_No_overspeed,BOOL,"1=pas de survitesse, 0=survi tesse (A038 et F038) Mécanisme d'orientation",%DB102.DBX330.2,Mécanisme d'orientation,Télésignal,
330.3,_21_Statusword_2_W.X19,BOOL,Réserve Mécanisme d'orientation 2,%DB102.DBX330.3,Mécanisme d'orientation,Télésignal,
330.4,_21_Statusword_2_W.X20,BOOL,Réserve Mécanisme d'orientation 3,%DB102.DBX330.4,Mécanisme d'orientation,Télésignal,
330.5,_21_Statusword_2_W.X21_Ext_alarm_active,BOOL,"1=alarme externe active (A02 1 ou A022), 0=pas d'alarme e xterne active Mécanisme d'orientation",%DB102.DBX330.5,Mécanisme d'orientation,Téléalarme,
330.6,_21_Statusword_2_W.X22_Power_overload_alarm,BOOL,"1=avertiss.surcharge partie puiss. active (A039), 0=pas d'avertiss.surcharge Mécanisme d'orientation",%DB102.DBX330.6,Mécanisme d'orientation,Téléalarme,
330.7,_21_Statusword_2_W.X23_Power_overtemp_fault,BOOL,"1=anomalie surchauffe unité puissance active (F067),0=pa s d'anomalie surchauffe Mécanisme d'orientation",%DB102.DBX330.7,Mécanisme d'orientation,Téléalarme,
331.0,_21_Statusword_2_W.X24_Power_overtemp_alarm,BOOL,"1=avertiss.surchauffe partie puiss. active (A067), 0=pas d'avertiss.surchauffe Mécanisme d'orientation",%DB102.DBX331.0,Mécanisme d'orientation,Téléalarme,
331.1,_21_Statusword_2_W.X25_Motor_overtemp_alarm,BOOL,"1=avertiss. surchauffe moteu r active (A029), 0=pas d'ave rtiss. surchauffe Mécanisme d'orientation",%DB102.DBX331.1,Mécanisme d'orientation,Téléalarme,
331.2,_21_Statusword_2_W.X26_Motor_overtemp_fault,BOOL,"1=anomalie surchauffe moteur actif (F029), 0=pas d'anoma lie surchauffe Mécanisme d'orientation",%DB102.DBX331.2,Mécanisme d'orientation,Téléalarme,
331.3,_21_Statusword_2_W.X27_Motor_2_overtemp,BOOL,1=surchauffe moteur 2 Mécanisme d'orientation 1,%DB102.DBX331.3,Mécanisme d'orientation,Télésignal,
331.4,_21_Statusword_2_W.X28_Motor_locked_fault,BOOL,1=anomalie moteur bloqué actif (F035) 0= pas d'anomalie moteur bloqué Mécanisme d'orientation,%DB102.DBX331.4,Mécanisme d'orientation,Téléalarme,
331.5,_21_Statusword_2_W.X29_Motor_3_overtemp,BOOL,1=surchauffe moteur 3 Mécanisme d'orientation 2,%DB102.DBX331.5,Mécanisme d'orientation,Télésignal,
331.6,_21_Statusword_2_W.X30,BOOL,Réserve Mécanisme d'orientation 4,%DB102.DBX331.6,Mécanisme d'orientation,Télésignal,
331.7,_21_Statusword_2_W.X31,BOOL,Réserve Mécanisme d'orientation 5,%DB102.DBX331.7,Mécanisme d'orientation,Télésignal,
332.0,_21_Controlword_1_W.X00_On_1_active,BOOL,"1=marche,condition fonct, 0= ARRET1,arrêt par gén.impuls, puis blocage impuls. Mécanisme d'orientation",%DB102.DBX332.0,Mécanisme d'orientation,Télécommande,
332.1,_21_Controlword_1_W.X01_On_2_active,BOOL,"1=condition de service, 0=AR RET2, blocage des impulsions Mécanisme d'orientation",%DB102.DBX332.1,Mécanisme d'orientation,Télécommande,
332.2,_21_Controlword_1_W.X02_On_3_active,BOOL,"1=condition de service, 0=AR RET3, arrêt rapide Mécanisme d'orientation",%DB102.DBX332.2,Mécanisme d'orientation,Télécommande,
332.3,_21_Controlword_1_W.X03_Enable_pulses,BOOL,"1=validation, libération des impulsions, 0=blocage des i mpulsions Mécanisme d'orientation",%DB102.DBX332.3,Mécanisme d'orientation,Télécommande,
332.4,_21_Controlword_1_W.X04_EN_ramp_generator,BOOL,"1=validation générateur de r ampe, 0=mise à zéro du génér ateur de rampe Mécanisme d'orientation",%DB102.DBX332.4,Mécanisme d'orientation,Télésignal,
332.5,_21_Controlword_1_W.X05_Ramp_generator_start,BOOL,"1=démarrer générateur de ram pe, 0=geler générateur de rampe Mécanisme d'orientation",%DB102.DBX332.5,Mécanisme d'orientation,Télécommande,
332.6,_21_Controlword_1_W.X06_Enable_setpoint,BOOL,"1=validation valeur de consi gne, 0=blocage valeur de con signe Mécanisme d'orientation",%DB102.DBX332.6,Mécanisme d'orientation,Téléréglage,
332.7,_21_Controlword_1_W.X07_Edge_acknowledge,BOOL,Acquittement front Mécanisme d'orientation,%DB102.DBX332.7,Mécanisme d'orientation,Télécommande,
333.0,_21_Controlword_1_W.X08_Inching_bit_0_on,BOOL,1=commande par à-coups bit 0 Mécanisme d'orientation 1,%DB102.DBX333.0,Mécanisme d'orientation,Télécommande,
333.1,_21_Controlword_1_W.X09_Inching_bit_1_on,BOOL,1=commande par à-coups bit 1 Mécanisme d'orientation 2,%DB102.DBX333.1,Mécanisme d'orientation,Télécommande,
333.2,_21_Controlword_1_W.X10_Control_request,BOOL,"1=guidage demandé, 0=pas de guidage demandé Mécanisme d'orientation",%DB102.DBX333.2,Mécanisme d'orientation,Télésignal,
333.3,_21_Controlword_1_W.X11_SEL_claw_grab_op,BOOL,1=sélection benne polype Mécanisme d'orientation,%DB102.DBX333.3,Mécanisme d'orientation,Télésignal,
333.4,_21_Controlword_1_W.X12_SEL_special_grab_op,BOOL,1=sélection benne spéciale Mécanisme d'orientation,%DB102.DBX333.4,Mécanisme d'orientation,Télésignal,
333.5,_21_Controlword_1_W.X13_EN_hatch_scrap_out,BOOL,1=validation: gratter le fond de cale avec la benne Mécanisme d'orientation,%DB102.DBX333.5,Mécanisme d'orientation,Télésignal,
333.6,_21_Controlword_1_W.X14_Incr_setp_lowering,BOOL,1=augmentation valeur de con signe pour abaissement Mécanisme d'orientation,%DB102.DBX333.6,Mécanisme d'orientation,Téléréglage,
333.7,_21_Controlword_1_W.X15_No_external_fault,BOOL,"1=pas de défaut externe, 0=D éfaut externe 1 (F021) Mécanisme d'orientation",%DB102.DBX333.7,Mécanisme d'orientation,Téléalarme,
334.0,_21_Controlword_2_W.X16,BOOL,Mécanisme d'orientation 2,%DB102.DBX334.0,Mécanisme d'orientation,Télésignal,
334.1,_21_Controlword_2_W.X17,BOOL,P DWON Mécanisme d'orientation,%DB102.DBX334.1,Mécanisme d'orientation,Télésignal,
334.2,_21_Controlword_2_W.X18,BOOL,Mécanisme d'orientation 3,%DB102.DBX334.2,Mécanisme d'orientation,Télésignal,
334.3,_21_Controlword_2_W.X19,BOOL,w C mw Mécanisme d'orientation,%DB102.DBX334.3,Mécanisme d'orientation,Télésignal,
334.4,_21_Controlword_2_W.X20,BOOL,w Mécanisme d'orientation,%DB102.DBX334.4,Mécanisme d'orientation,Télésignal,
334.5,_21_Controlword_2_W.X21,BOOL,Mécanisme d'orientation 4,%DB102.DBX334.5,Mécanisme d'orientation,Télésignal,
334.6,_21_Controlword_2_W.X22,BOOL,Mécanisme d'orientation 5,%DB102.DBX334.6,Mécanisme d'orientation,Télésignal,
334.7,_21_Controlword_2_W.X23_Standstill_field,BOOL,Excitation à l'arrêt Mécanisme d'orientation,%DB102.DBX334.7,Mécanisme d'orientation,Télécommande,
335.0,_21_Controlword_2_W.X24,BOOL,Mécanisme d'orientation 6,%DB102.DBX335.0,Mécanisme d'orientation,Télésignal,
335.1,_21_Controlword_2_W.X25,BOOL,Mécanisme d'orientation 7,%DB102.DBX335.1,Mécanisme d'orientation,Télésignal,
335.2,_21_Controlword_2_W.X26,BOOL,Mécanisme d'orientation 8,%DB102.DBX335.2,Mécanisme d'orientation,Télésignal,
335.3,_21_Controlword_2_W.X27,BOOL,Mécanisme d'orientation 9,%DB102.DBX335.3,Mécanisme d'orientation,Télésignal,
335.4,_21_Controlword_2_W.X28,BOOL,Mécanisme d'orientation 10,%DB102.DBX335.4,Mécanisme d'orientation,Télésignal,
335.5,_21_Controlword_2_W.X29,BOOL,Mécanisme d'orientation 11,%DB102.DBX335.5,Mécanisme d'orientation,Télésignal,
335.6,_21_Controlword_2_W.X30,BOOL,Mécanisme d'orientation 12,%DB102.DBX335.6,Mécanisme d'orientation,Télésignal,
335.7,_21_Controlword_2_W.X31,BOOL,Mécanisme d'orientation 13,%DB102.DBX335.7,Mécanisme d'orientation,Télésignal,
336.0,_31_Setpoint_X_R,REAL,Méc. de volée: valeur de con signe de vitesse Méc. variation de volée hydraul.,%DB102.DBD336,Méc. variation de volée hydraul.,Téléréglage,
340.0,_31_Setpoint_Y_R,REAL,Trans. consigne du méc. var. volée à la soupape proport. du cyl. de var. volée Méc. variation de volée hydraul.,%DB102.DBD340,Méc. variation de volée hydraul.,Téléréglage,
344.0,_31_RAD_limit_POS_R,REAL,Relevage flèche: calculer la portée admissible Méc. variation de volée hydraul.,%DB102.DBD344,Méc. variation de volée hydraul.,Télémesure,rad
348.0,_31_RAD_limit_NEG_R,REAL,Abaissement flèche: calculer la portée admissible Méc. variation de volée hydraul.,%DB102.DBD348,Méc. variation de volée hydraul.,Télémesure,rad
352.0,_31_RAD_limit_NEG_Vi_R,REAL,Abaissement flèche pour la v isualisation: calculer la portée admissible Méc. variation de volée hydraul.,%DB102.DBD352,Méc. variation de volée hydraul.,Télémesure,rad
356.0,_31_RAD_perm_cent_R,REAL,Portée admissible en pourcen tage Méc. variation de volée hydraul.,%DB102.DBD356,Méc. variation de volée hydraul.,Télémesure,rad
360.0,_31_MS_I_X_R,REAL,Ordre: lire et adapter valeu r de consigne Méc. variation de volée hydraul. 1,%DB102.DBD360,Méc. variation de volée hydraul.,Téléréglage,ms
364.0,_31_MS_I_Y_R,REAL,Ordre: lire et adapter valeu r de consigne Méc. variation de volée hydraul. 2,%DB102.DBD364,Méc. variation de volée hydraul.,Téléréglage,ms
368.0,_31_Z_F_Y_R,REAL,Calculer la valeur de consig ne en fonction de la portée Méc. variation de volée hydraul.,%DB102.DBD368,Méc. variation de volée hydraul.,Télémesure,m
372.0,_31_MS_M_Y_R,REAL,Réduction valeur de consigne de la soupape d’étranglemen t du méc. de volée Méc. variation de volée hydraul.,%DB102.DBD372,Méc. variation de volée hydraul.,Téléréglage,ms
376.0,_31_MS_JOG_Y_R,REAL,Consigne de marche par à-cou ps Méc. variation de volée hydraul.,%DB102.DBD376,Méc. variation de volée hydraul.,Téléréglage,ms
380.0,_31_MS_pre_limit_Y_R,REAL,Valeur de consigne vitesse p ré-fin de course Méc. variation de volée hydraul.,%DB102.DBD380,Méc. variation de volée hydraul.,Téléréglage,ms
384.0,_31_Ramp_G_Y_R,REAL,Générateur de rampe Méc. variation de volée hydraul.,%DB102.DBD384,Méc. variation de volée hydraul.,Télémesure,
388.0,_31_Press_M3_R,REAL,Pression du côté tige M3 Méc. variation de volée hydraul.,%DB102.DBD388,Méc. variation de volée hydraul.,Télémesure,bar
392.0,_31_Press_M4_R,REAL,Pression du côté fond M4 Méc. variation de volée hydraul.,%DB102.DBD392,Méc. variation de volée hydraul.,Télémesure,bar
396.0,_31_Res1,REAL,Méc. variation de volée hydraul. 1,%DB102.DBD396,Méc. variation de volée hydraul.,Télémesure,
400.0,_31_Res2,REAL,Méc. variation de volée hydraul. 2,%DB102.DBD400,Méc. variation de volée hydraul.,Télémesure,
404.0,_31_v_actual_R,REAL,Vitesse réelle du cylindre de variation de volée Méc. variation de volée hydraul.,%DB102.DBD404,Méc. variation de volée hydraul.,Télémesure,
408.0,_31_s_actual_R,REAL,Valeur réelle course de la s oupape proportionnelle Méc. variation de volée hydraul.,%DB102.DBD408,Méc. variation de volée hydraul.,Télémesure,m
412.0,_31_s_diff_R,REAL,Ecart valeur réelle/valeur de consigne de la soupape pro port. du méc.volée Méc. variation de volée hydraul.,%DB102.DBD412,Méc. variation de volée hydraul.,Téléréglage,
416.0,_31_Res3,REAL,Méc. variation de volée hydraul. 3,%DB102.DBD416,Méc. variation de volée hydraul.,Télémesure,
420.0,_31_Res4,REAL,Méc. variation de volée hydraul. 4,%DB102.DBD420,Méc. variation de volée hydraul.,Télémesure,
424.0,_42_Travel_Setpoint_R,REAL,Valeur de consigne translati on Méc. translation méc.-hydraul.,%DB102.DBD424,Méc. translation méc.-hydraul.,Téléréglage,
428.0,_42_Setpoint_Travel_Y_R,REAL,Translation . entrée de la v aleur de consigne générateur de rampe Méc. translation méc.-hydraul.,%DB102.DBD428,Méc. translation méc.-hydraul.,Téléréglage,
432.0,_42_Steer_Setpoint_R,REAL,Transmission de consigne pour l’entrée du générateur de rampe de direction Méc. translation méc.-hydraul.,%DB102.DBD432,Méc. translation méc.-hydraul.,Téléréglage,
436.0,_42_Setpoint_Steer_Y_R,REAL,Transmission de consigne pour la direction Méc. translation méc.-hydraul.,%DB102.DBD436,Méc. translation méc.-hydraul.,Téléréglage,
440.0,_42_Brake_Setpoint_R,REAL,Valeur de consigne freinage Méc. translation méc.-hydraul.,%DB102.DBD440,Méc. translation méc.-hydraul.,Téléréglage,
444.0,_42_Setpoint_Brake_Y_R,REAL,Valeur de consigne freinage avant générateur de rampe Méc. translation méc.-hydraul.,%DB102.DBD444,Méc. translation méc.-hydraul.,Téléréglage,
448.0,_42_MS11_X_R,REAL,Ordre: lire et adapter val. consigne pour manipulateur t ransl. cab. de tour Méc. translation méc.-hydraul. 1,%DB102.DBD448,Méc. translation méc.-hydraul.,Téléréglage,t
452.0,_42_MS11_Y_R,REAL,Ordre: lire et adapter val. consigne pour manipulateur t ransl. cab. de tour Méc. translation méc.-hydraul. 2,%DB102.DBD452,Méc. translation méc.-hydraul.,Téléréglage,t
456.0,_42_MS21_X_R,REAL,Ordre: lire et adapter val. consigne pour manipulateur t ransl. cab. conduite Méc. translation méc.-hydraul. 1,%DB102.DBD456,Méc. translation méc.-hydraul.,Téléréglage,t
460.0,_42_MS21_Y_R,REAL,Ordre: lire et adapter val. consigne pour manipulateur t ransl. cab. conduite Méc. translation méc.-hydraul. 2,%DB102.DBD460,Méc. translation méc.-hydraul.,Téléréglage,t
464.0,_42_MS31_Y_R,REAL,Activer pré-fin de course Méc. translation méc.-hydraul. 1,%DB102.DBD464,Méc. translation méc.-hydraul.,Télémesure,m
468.0,_42_MS12_X_R,REAL,Ordre: lire et adapter valeu r de consigne Méc. translation méc.-hydraul. 1,%DB102.DBD468,Méc. translation méc.-hydraul.,Téléréglage,
472.0,_42_MS12_Y_R,REAL,Ordre: lire et adapter valeu r de consigne Méc. translation méc.-hydraul. 2,%DB102.DBD472,Méc. translation méc.-hydraul.,Téléréglage,
476.0,_42_MS22_X_R,REAL,Ordre: lire et adapter valeu r de consigne Méc. translation méc.-hydraul. 3,%DB102.DBD476,Méc. translation méc.-hydraul.,Téléréglage,
480.0,_42_MS22_Y_R,REAL,Ordre: lire et adapter valeu r de consigne Méc. translation méc.-hydraul. 4,%DB102.DBD480,Méc. translation méc.-hydraul.,Téléréglage,
484.0,_42_MS32_Y_R,REAL,Activer pré-fin de course P DWON Méc. translation méc.-hydraul.,%DB102.DBD484,Méc. translation méc.-hydraul.,Télémesure,m
488.0,_42_MS13_X_R,REAL,Ordre: lire et adapter valeu r de consigne w C mw Méc. translation méc.-hydraul.,%DB102.DBD488,Méc. translation méc.-hydraul.,Téléréglage,
492.0,_42_MS13_Y_R,REAL,Ordre: lire et adapter w valeu r de consigne Méc. translation méc.-hydraul.,%DB102.DBD492,Méc. translation méc.-hydraul.,Téléréglage,
496.0,_42_MS23_X_R,REAL,Ordre: lire et adapter valeu r de consigne Méc. translation méc.-hydraul. 5,%DB102.DBD496,Méc. translation méc.-hydraul.,Téléréglage,
500.0,_42_MS23_Y_R,REAL,Ordre: lire et adapter valeu r de consigne Méc. translation méc.-hydraul. 6,%DB102.DBD500,Méc. translation méc.-hydraul.,Téléréglage,
504.0,_42_MS33_Y_R,REAL,Activer pré-fin de course Méc. translation méc.-hydraul. 2,%DB102.DBD504,Méc. translation méc.-hydraul.,Télémesure,m
508.0,_42_Press_work_brake_R,REAL,Interrupteur à pression du frein de service Méc. translation méc.-hydraul.,%DB102.DBD508,Méc. translation méc.-hydraul.,Télémesure,bar
512.0,_42_Press_accu_R,REAL,Interrupteur à pression de l ’accumulateur de pression Méc. translation méc.-hydraul.,%DB102.DBD512,Méc. translation méc.-hydraul.,Télémesure,bar
516.0,_42_Press_park_brake_R,REAL,Interrupteur à pression du frein de stationnement Méc. translation méc.-hydraul.,%DB102.DBD516,Méc. translation méc.-hydraul.,Télémesure,bar
520.0,_42_Res4,REAL,Méc. translation méc.-hydraul.,%DB102.DBD520,Méc. translation méc.-hydraul.,Télémesure,
524.0,_51_spreader_typ,INT,"Type de spreader : 1=20,30,3 5,40', 2=20,30,40,45', 3=20, 30,40' Spreader",%DB102.DBW524,Spreader,Télémesure,
526.0,_51_Res1,REAL,Spreader 1,%DB102.DBD526,Spreader,Télémesure,
530.0,_51_Res2,REAL,Spreader 2,%DB102.DBD530,Spreader,Télémesure,
534.0,_53_CTU_CV_I,INT,Valeur de comptage:commande de démarrage enrouleur à câble flèche pour redémar. Enrouleur à câble de flèche,%DB102.DBW534,Enrouleur à câble de flèche,Télécommande,
536.0,_53_Res1,INT,Enrouleur à câble de flèche,%DB102.DBW536,Enrouleur à câble de flèche,Télémesure,
538.0,_61_Bruttoload_PT1_Y_n_R,REAL,Lissage charge brute Equipements de sécurité,%DB102.DBD538,Equipements de sécurité,Télémesure,t
542.0,_61_RAD_PT1_Y_n_R,REAL,Lissage de la portée Equipements de sécurité,%DB102.DBD542,Equipements de sécurité,Télémesure,rad
546.0,_61_B1_RAD_Setvalue_R,REAL,Position de la flèche Equipements de sécurité,%DB102.DBD546,Equipements de sécurité,Télémesure,rad
550.0,_61_Rad_S_R,REAL,Portée calculée Equipements de sécurité,%DB102.DBD550,Equipements de sécurité,Télémesure,rad
554.0,_61_Wind_actual_R,REAL,Vitesse du vent valeur réell e Equipements de sécurité,%DB102.DBD554,Equipements de sécurité,Télémesure,m/s
558.0,_61_locking_area,BOOL,Superstructure en position b rochage Equipements de sécurité,%DB102.DBX558.0,Equipements de sécurité,Téléalarme,
558.1,_61_straight_pos,BOOL,Superstructure en position 1 80° Equipements de sécurité,%DB102.DBX558.1,Equipements de sécurité,Téléalarme,
560.0,_61_Res1,REAL,Equipements de sécurité 1,%DB102.DBD560,Equipements de sécurité,Télémesure,
564.0,_61_Res2,REAL,Equipements de sécurité 2,%DB102.DBD564,Equipements de sécurité,Télémesure,
568.0,_62_Angle_X_R,REAL,Calage: angle de l’axe X Calage,%DB102.DBD568,Calage,Télémesure,°
572.0,_62_Angle_Y_R,REAL,Calage: angle de l’axe Y Calage,%DB102.DBD572,Calage,Télémesure,°
576.0,_62_Statusword_W.X00_extended_fr_le,BOOL,Poutre de calage rouge (avan t gauche) sortie Calage,%DB102.DBX576.0,Calage,Télésignal,
576.1,_62_Statusword_W.X01_extended_fr_ri,BOOL,Poutre de calage bleue (avan t droite) sortie Calage,%DB102.DBX576.1,Calage,Télésignal,
576.2,_62_Statusword_W.X02_extended_re_le,BOOL,Poutre de calage verte (arri ère gauche) sortie Calage,%DB102.DBX576.2,Calage,Télésignal,
576.3,_62_Statusword_W.X03_extended_re_ri,BOOL,Poutre de calage jaune (arri ère droite) sortie Calage,%DB102.DBX576.3,Calage,Télésignal,
576.4,_62_Statusword_W.X04_retracted_fr_le,BOOL,Poutre de calage rouge (avan t gauche) rentrée Calage,%DB102.DBX576.4,Calage,Télésignal,
576.5,_62_Statusword_W.X05_retracted_fr_ri,BOOL,Poutre de calage bleue (avan t droite) rentrée Calage,%DB102.DBX576.5,Calage,Télésignal,
576.6,_62_Statusword_W.X06_retracted_re_le,BOOL,Poutre de calage verte (arri ère gauche) rentrée Calage,%DB102.DBX576.6,Calage,Télésignal,
576.7,_62_Statusword_W.X07_retracted_re_ri,BOOL,Poutre de calage jaune (arri ère droite) rentrée Calage,%DB102.DBX576.7,Calage,Télésignal,
577.0,_62_Statusword_W.X08_propped_fr_le,BOOL,Patin de calage rouge (avant gauche): posé au sol Calage,%DB102.DBX577.0,Calage,Télésignal,
577.1,_62_Statusword_W.X09_propped_fr_ri,BOOL,Patin de calage bleu (avant droit): posé au sol Calage,%DB102.DBX577.1,Calage,Télésignal,
577.2,_62_Statusword_W.X10_propped_re_le,BOOL,Patin de calage vert (arrièr e gauche): posé au sol Calage,%DB102.DBX577.2,Calage,Télésignal,
577.3,_62_Statusword_W.X11_propped_re_ri,BOOL,Patin de calage jaune (arriè re droit): posé au sol Calage,%DB102.DBX577.3,Calage,Télésignal,
577.4,_62_Statusword_W.X12_raised_fr_le,BOOL,Patin de calage rouge (avant gauche): relevés Calage,%DB102.DBX577.4,Calage,Télésignal,
577.5,_62_Statusword_W.X13_raised_fr_ri,BOOL,Patin de calage bleu (avant droit): relevés Calage,%DB102.DBX577.5,Calage,Télésignal,
577.6,_62_Statusword_W.X14_raised_re_le,BOOL,Patin de calage vert (arrièr e gauche): relevés Calage,%DB102.DBX577.6,Calage,Télésignal,
577.7,_62_Statusword_W.X15_raised_re_ri,BOOL,Patin de calage jaune (arriè re droit): relevés Calage,%DB102.DBX577.7,Calage,Télésignal,
578.0,_62_Controlword_W.X00_extend_fr_le,BOOL,Sortir la poutre de calage rouge (avant gauche) Calage 1,%DB102.DBX578.0,Calage,Télésignal,
578.1,_62_Controlword_W.X01_extend_fr_ri,BOOL,Sortir la poutre de calage bleue (avant droite) Calage 1,%DB102.DBX578.1,Calage,Télésignal,
578.2,_62_Controlword_W.X02_extend_re_le,BOOL,Sortir la poutre de calage verte (arrière gauche) Calage 1,%DB102.DBX578.2,Calage,Télésignal,
578.3,_62_Controlword_W.X03_extend_re_ri,BOOL,Sortir la poutre de calage jaune (arrière droite) Calage 1,%DB102.DBX578.3,Calage,Télésignal,
578.4,_62_Controlword_W.X04_retract_fr_le,BOOL,Rentrer la poutre de calage rouge (avant gauche) Calage 1,%DB102.DBX578.4,Calage,Télésignal,
578.5,_62_Controlword_W.X05_retract_fr_ri,BOOL,Rentrer la poutre de calage bleue (avant droite) Calage 1,%DB102.DBX578.5,Calage,Télésignal,
578.6,_62_Controlword_W.X06_retract_re_le,BOOL,Rentrer la poutre de calage verte (arrière gauche) Calage 1,%DB102.DBX578.6,Calage,Télésignal,
578.7,_62_Controlword_W.X07_retract_re_ri,BOOL,Rentrer la poutre de calage jaune (arrière droite) Calage 1,%DB102.DBX578.7,Calage,Télésignal,
579.0,_62_Controlword_W.X08_prop_fr_le,BOOL,Patin de calage rouge (avant gauche): descente Calage 1,%DB102.DBX579.0,Calage,Télésignal,
579.1,_62_Controlword_W.X09_prop_fr_ri,BOOL,Patin de calage bleu (avant droit): descente P DWON Calage,%DB102.DBX579.1,Calage,Télésignal,
579.2,_62_Controlword_W.X10_prop_re_le,BOOL,Patin de calage vert (arrièr e gauche): descente w C mw Calage,%DB102.DBX579.2,Calage,Télésignal,
579.3,_62_Controlword_W.X11_prop_re_ri,BOOL,Patin de calage jaune w (arriè re droit): descente Calage,%DB102.DBX579.3,Calage,Télésignal,
579.4,_62_Controlword_W.X12_raise_fr_le,BOOL,Patin de calage rouge (avant gauche): relevage Calage 1,%DB102.DBX579.4,Calage,Télésignal,
579.5,_62_Controlword_W.X13_raise_fr_ri,BOOL,Patin de calage bleu (avant droit): relevage Calage 1,%DB102.DBX579.5,Calage,Télésignal,
579.6,_62_Controlword_W.X14_raise_re_le,BOOL,Patin de calage vert (arrièr e gauche): relevage Calage 1,%DB102.DBX579.6,Calage,Télésignal,
579.7,_62_Controlword_W.X15_raise_re_ri,BOOL,Patin de calage jaune (arriè re droit): relevage Calage 1,%DB102.DBX579.7,Calage,Télésignal,
580.0,_62_Controlword_Niveau_W.X00_extend_fr_le,BOOL,Sortir la poutre de calage rouge (avant gauche) Calage 2,%DB102.DBX580.0,Calage,Télésignal,
580.1,_62_Controlword_Niveau_W.X01_extend_fr_ri,BOOL,Sortir la poutre de calage bleue (avant droite) Calage 2,%DB102.DBX580.1,Calage,Télésignal,
580.2,_62_Controlword_Niveau_W.X02_extend_re_le,BOOL,Sortir la poutre de calage verte (arrière gauche) Calage 2,%DB102.DBX580.2,Calage,Télésignal,
580.3,_62_Controlword_Niveau_W.X03_extend_re_ri,BOOL,Sortir la poutre de calage jaune (arrière droite) Calage 2,%DB102.DBX580.3,Calage,Télésignal,
